,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Type,Expiration_Date
1532,SPY250912P00515000,2025-08-26 19:01:11+00:00,515.0,0.13,0.12,0.13,0.009999998,8.333331,3.0,1213.0,0.4165097412109374,False,REGULAR,USD,p,2025-09-12
1533,SPY250912P00520000,2025-08-26 17:50:29+00:00,520.0,0.13,0.13,0.14,0.019999996,18.181814,216.0,366.0,0.40430283203125,False,REGULAR,USD,p,2025-09-12
1534,SPY250912P00525000,2025-08-26 18:24:56+00:00,525.0,0.15,0.14,0.15,0.010000005,7.1428604,144.0,603.0,0.39160764648437496,False,REGULAR,USD,p,2025-09-12
1535,SPY250912P00530000,2025-08-26 14:06:26+00:00,530.0,0.15,0.15,0.16,0.02000001,15.384624,476.0,249.0,0.37842418457031246,False,REGULAR,USD,p,2025-09-12
1536,SPY250912P00535000,2025-08-26 18:32:39+00:00,535.0,0.17,0.16,0.17,0.010000005,6.2500033,1.0,751.0,0.36524072265625,False,REGULAR,USD,p,2025-09-12
1537,SPY250912P00540000,2025-08-26 19:20:58+00:00,540.0,0.19,0.17,0.18,0.03999999,26.666658,34.0,1638.0,0.35156898437499995,False,REGULAR,USD,p,2025-09-12
1538,SPY250912P00545000,2025-08-26 19:54:17+00:00,545.0,0.2,0.18,0.19,0.0,0.0,23.0,1578.0,0.33789724609375,False,REGULAR,USD,p,2025-09-12
1539,SPY250912P00550000,2025-08-26 19:01:11+00:00,550.0,0.21,0.19,0.21,0.00999999,4.999995,18.0,1636.0,0.32642275146484373,False,REGULAR,USD,p,2025-09-12
1540,SPY250912P00555000,2025-08-26 20:10:32+00:00,555.0,0.22,0.22,0.23,-0.010000005,-4.347828,36.0,1133.0,0.3142158422851562,False,REGULAR,USD,p,2025-09-12
1541,SPY250912P00560000,2025-08-26 14:27:21+00:00,560.0,0.25,0.23,0.24,0.049999997,24.999998,23.0,776.0,0.299811689453125,False,REGULAR,USD,p,2025-09-12
1542,SPY250912P00565000,2025-08-26 19:29:06+00:00,565.0,0.27,0.25,0.26,0.030000016,12.500008,131.0,2268.0,0.2866282275390625,False,REGULAR,USD,p,2025-09-12
1543,SPY250912P00570000,2025-08-26 16:08:40+00:00,570.0,0.28,0.27,0.28,-0.00999999,-3.4482727,438.0,4115.0,0.273444765625,False,REGULAR,USD,p,2025-09-12
1544,SPY250912P00575000,2025-08-26 19:23:23+00:00,575.0,0.32,0.29,0.3,0.01999998,6.66666,8.0,1339.0,0.25952888916015626,False,REGULAR,USD,p,2025-09-12
1545,SPY250912P00580000,2025-08-26 16:03:28+00:00,580.0,0.34,0.32,0.33,0.0,0.0,43.0,2351.0,0.24658956542968752,False,REGULAR,USD,p,2025-09-12
1546,SPY250912P00585000,2025-08-26 17:13:58+00:00,585.0,0.38,0.35,0.36,0.0,0.0,75.0,1153.0,0.23316196533203126,False,REGULAR,USD,p,2025-09-12
1547,SPY250912P00590000,2025-08-26 19:01:11+00:00,590.0,0.43,0.39,0.4,-0.00999999,-2.272725,73.0,2421.0,0.2199785034179687,False,REGULAR,USD,p,2025-09-12
1548,SPY250912P00595000,2025-08-26 20:14:16+00:00,595.0,0.45,0.44,0.45,-0.060000002,-11.764706,41.0,2247.0,0.20716124877929684,False,REGULAR,USD,p,2025-09-12
1549,SPY250912P00600000,2025-08-26 20:09:42+00:00,600.0,0.53,0.51,0.52,-0.060000002,-10.169492,1538.0,6058.0,0.1948322705078125,False,REGULAR,USD,p,2025-09-12
1550,SPY250912P00605000,2025-08-26 20:14:23+00:00,605.0,0.63,0.6,0.62,-0.100000024,-13.698632,249.0,48805.0,0.18323570678710935,False,REGULAR,USD,p,2025-09-12
1551,SPY250912P00608000,2025-08-26 20:14:16+00:00,608.0,0.7,0.68,0.69,-0.07999998,-10.256408,32.0,1322.0,0.17603363037109376,False,REGULAR,USD,p,2025-09-12
1552,SPY250912P00609000,2025-08-25 18:32:03+00:00,609.0,0.74,0.71,0.72,0.0,0.0,5.0,561.0,0.1739584558105469,False,REGULAR,USD,p,2025-09-12
1553,SPY250912P00610000,2025-08-26 20:07:39+00:00,610.0,0.77,0.74,0.75,-0.13,-14.444445,129.0,33724.0,0.17163914306640626,False,REGULAR,USD,p,2025-09-12
1554,SPY250912P00611000,2025-08-26 20:07:47+00:00,611.0,0.82,0.77,0.79,-0.15000004,-15.463921,1.0,486.0,0.16980810668945315,False,REGULAR,USD,p,2025-09-12
1555,SPY250912P00612000,2025-08-26 14:03:29+00:00,612.0,0.88,0.81,0.82,-0.120000005,-12.0,9.0,1470.0,0.16736672485351564,False,REGULAR,USD,p,2025-09-12
1556,SPY250912P00613000,2025-08-26 20:09:18+00:00,613.0,0.88,0.85,0.86,-0.16999996,-16.190474,37.0,697.0,0.16529155029296877,False,REGULAR,USD,p,2025-09-12
1557,SPY250912P00614000,2025-08-26 18:46:59+00:00,614.0,1.07,0.89,0.9,0.100000024,10.30928,6.0,386.0,0.16315534118652347,False,REGULAR,USD,p,2025-09-12
1558,SPY250912P00615000,2025-08-26 20:07:27+00:00,615.0,0.97,0.93,0.95,-0.24000001,-19.83471,250.0,8391.0,0.1613243048095703,False,REGULAR,USD,p,2025-09-12
1559,SPY250912P00616000,2025-08-26 20:07:47+00:00,616.0,1.02,0.98,1.0,-0.100000024,-8.928573,265.0,2004.0,0.15931016479492188,False,REGULAR,USD,p,2025-09-12
1560,SPY250912P00617000,2025-08-26 17:22:35+00:00,617.0,1.1,1.03,1.05,-0.17999995,-14.062496,16.0,494.0,0.157234990234375,False,REGULAR,USD,p,2025-09-12
1561,SPY250912P00618000,2025-08-26 18:03:23+00:00,618.0,1.37,1.08,1.1,0.0,0.0,32.0,615.0,0.15497671203613284,False,REGULAR,USD,p,2025-09-12
1562,SPY250912P00619000,2025-08-26 19:31:01+00:00,619.0,1.28,1.14,1.16,-0.13999999,-9.859154,6.0,469.0,0.15302360656738284,False,REGULAR,USD,p,2025-09-12
1563,SPY250912P00620000,2025-08-26 20:07:50+00:00,620.0,1.25,1.2,1.22,-0.27999997,-18.300652,2700.0,4673.0,0.15088739746093754,False,REGULAR,USD,p,2025-09-12
1564,SPY250912P00621000,2025-08-26 19:59:45+00:00,621.0,1.35,1.27,1.28,-0.06999993,-4.929573,7.0,542.0,0.14862911926269531,False,REGULAR,USD,p,2025-09-12
1565,SPY250912P00622000,2025-08-26 19:50:30+00:00,622.0,1.5,1.34,1.35,-0.16999996,-10.179639,136.0,662.0,0.14655394470214844,False,REGULAR,USD,p,2025-09-12
1566,SPY250912P00623000,2025-08-26 20:06:15+00:00,623.0,1.49,1.41,1.43,-0.31999993,-17.679554,109.0,662.0,0.14466187377929687,False,REGULAR,USD,p,2025-09-12
1567,SPY250912P00624000,2025-08-26 20:07:02+00:00,624.0,1.55,1.49,1.51,-0.30000007,-16.21622,72.0,319.0,0.14258669921875,False,REGULAR,USD,p,2025-09-12
1568,SPY250912P00625000,2025-08-26 20:13:06+00:00,625.0,1.61,1.57,1.59,-0.42999995,-21.07843,764.0,8414.0,0.1403284210205078,False,REGULAR,USD,p,2025-09-12
1569,SPY250912P00626000,2025-08-26 20:07:02+00:00,626.0,1.74,1.66,1.68,-0.3399999,-16.346151,64.0,453.0,0.1381922119140625,False,REGULAR,USD,p,2025-09-12
1570,SPY250912P00627000,2025-08-26 19:53:34+00:00,627.0,1.89,1.76,1.78,-0.20999992,-9.999997,76.0,1978.0,0.13617807189941405,False,REGULAR,USD,p,2025-09-12
1571,SPY250912P00628000,2025-08-26 19:54:42+00:00,628.0,2.08,1.86,1.88,0.03999996,1.9607825,40.0,578.0,0.1339808282470703,False,REGULAR,USD,p,2025-09-12
1572,SPY250912P00629000,2025-08-26 20:00:46+00:00,629.0,2.12,1.97,1.99,-0.3800001,-15.200005,221.0,646.0,0.131844619140625,False,REGULAR,USD,p,2025-09-12
1573,SPY250912P00630000,2025-08-26 20:08:39+00:00,630.0,2.15,2.08,2.1,-0.49,-18.560606,1326.0,3860.0,0.12946427185058595,False,REGULAR,USD,p,2025-09-12
1574,SPY250912P00631000,2025-08-26 20:03:29+00:00,631.0,2.36,2.21,2.23,-0.43000007,-15.4121895,19.0,1029.0,0.12741961456298828,False,REGULAR,USD,p,2025-09-12
1575,SPY250912P00632000,2025-08-26 20:10:50+00:00,632.0,2.4,2.34,2.36,-0.6299999,-20.792076,211.0,2284.0,0.12513081909179688,False,REGULAR,USD,p,2025-09-12
1576,SPY250912P00633000,2025-08-26 20:03:15+00:00,633.0,2.64,2.48,2.5,-0.52,-16.455696,474.0,4622.0,0.12281150634765625,False,REGULAR,USD,p,2025-09-12
1577,SPY250912P00634000,2025-08-26 20:12:18+00:00,634.0,2.67,2.63,2.65,-0.63999987,-19.335342,335.0,974.0,0.12052271087646485,False,REGULAR,USD,p,2025-09-12
1578,SPY250912P00635000,2025-08-26 20:12:57+00:00,635.0,2.85,2.79,2.82,-0.69000006,-19.491528,1028.0,77910.0,0.11838650177001953,False,REGULAR,USD,p,2025-09-12
1579,SPY250912P00636000,2025-08-26 20:03:29+00:00,636.0,3.16,2.97,2.99,-0.6099999,-16.180368,227.0,1702.0,0.11597563720703125,False,REGULAR,USD,p,2025-09-12
1580,SPY250912P00637000,2025-08-26 20:14:21+00:00,637.0,3.17,3.16,3.18,-0.86000013,-21.339952,188.0,1878.0,0.11371735900878906,False,REGULAR,USD,p,2025-09-12
1581,SPY250912P00638000,2025-08-26 20:00:36+00:00,638.0,3.6,3.36,3.39,-0.6700001,-15.690868,230.0,2114.0,0.1115201153564453,False,REGULAR,USD,p,2025-09-12
1582,SPY250912P00639000,2025-08-26 20:13:51+00:00,639.0,3.62,3.58,3.61,-0.9300003,-20.439566,244.0,671.0,0.10920080261230468,False,REGULAR,USD,p,2025-09-12
1583,SPY250912P00640000,2025-08-26 20:12:04+00:00,640.0,3.87,3.81,3.84,-0.99000025,-20.370375,1088.0,5600.0,0.10672890350341799,False,REGULAR,USD,p,2025-09-12
1584,SPY250912P00641000,2025-08-26 20:04:35+00:00,641.0,4.29,4.07,4.1,-0.9299998,-17.81609,146.0,1571.0,0.10447062530517576,False,REGULAR,USD,p,2025-09-12
1585,SPY250912P00642000,2025-08-26 20:13:05+00:00,642.0,4.38,4.34,4.37,-1.0999999,-20.07299,296.0,2024.0,0.10199872619628905,False,REGULAR,USD,p,2025-09-12
1586,SPY250912P00643000,2025-08-26 20:14:50+00:00,643.0,4.66,4.64,4.67,-1.3299999,-22.203674,359.0,1968.0,0.09964889617919923,False,REGULAR,USD,p,2025-09-12
1587,SPY250912P00644000,2025-08-26 20:14:06+00:00,644.0,4.99,4.96,4.99,-1.2400002,-19.903696,638.0,1672.0,0.09723803161621095,False,REGULAR,USD,p,2025-09-12
1588,SPY250912P00645000,2025-08-26 20:14:56+00:00,645.0,5.33,5.3,5.34,-1.3699999,-20.44776,523.0,2374.0,0.09485768432617189,False,REGULAR,USD,p,2025-09-12
1589,SPY250912P00646000,2025-08-26 20:09:01+00:00,646.0,5.78,5.68,5.71,-1.3499999,-18.934078,295.0,681.0,0.09232475067138671,True,REGULAR,USD,p,2025-09-12
1590,SPY250912P00647000,2025-08-26 19:59:58+00:00,647.0,6.37,6.08,6.11,-1.1800003,-15.629143,538.0,383.0,0.08979181701660156,True,REGULAR,USD,p,2025-09-12
1591,SPY250912P00648000,2025-08-26 20:14:21+00:00,648.0,6.54,6.51,6.55,-1.8800001,-22.327793,32.0,481.0,0.08735043518066407,True,REGULAR,USD,p,2025-09-12
1592,SPY250912P00649000,2025-08-26 19:47:33+00:00,649.0,7.99,6.98,7.02,-0.3600006,-4.311384,42.0,618.0,0.08481750152587891,True,REGULAR,USD,p,2025-09-12
1593,SPY250912P00650000,2025-08-26 20:07:07+00:00,650.0,7.58,7.32,7.6,-1.8199997,-19.3617,51.0,1027.0,0.08365784515380861,True,REGULAR,USD,p,2025-09-12
1594,SPY250912P00651000,2025-08-26 19:21:19+00:00,651.0,8.92,7.4,8.18,-0.22999954,-2.5136564,34.0,76.0,0.08179629150390627,True,REGULAR,USD,p,2025-09-12
1595,SPY250912P00652000,2025-08-26 18:42:58+00:00,652.0,9.92,8.17,8.94,-0.07999992,-0.79999924,5.0,351.0,0.08286439605712892,True,REGULAR,USD,p,2025-09-12
1596,SPY250912P00653000,2025-08-26 18:19:17+00:00,653.0,10.1,8.72,9.58,0.10000038,1.0000038,5.0,205.0,0.08081973876953125,True,REGULAR,USD,p,2025-09-12
1597,SPY250912P00654000,2025-08-25 19:16:08+00:00,654.0,11.37,9.32,10.28,0.0,0.0,9.0,19.0,0.07929387512207033,True,REGULAR,USD,p,2025-09-12
1598,SPY250912P00655000,2025-08-26 13:30:04+00:00,655.0,13.46,9.98,11.0,0.65999985,5.1562486,2.0,221.0,0.07740180419921877,True,REGULAR,USD,p,2025-09-12
1599,SPY250912P00656000,2025-08-25 15:04:10+00:00,656.0,12.37,10.64,11.82,0.0,0.0,2.0,9.0,0.07727973510742189,True,REGULAR,USD,p,2025-09-12
1600,SPY250912P00657000,2025-08-22 14:56:15+00:00,657.0,12.25,11.13,12.87,0.0,0.0,5.0,12.0,0.08320008605957034,True,REGULAR,USD,p,2025-09-12
1601,SPY250912P00658000,2025-08-22 15:51:28+00:00,658.0,13.38,12.11,13.49,0.0,0.0,4.0,3.0,0.07581490600585938,True,REGULAR,USD,p,2025-09-12
1602,SPY250912P00659000,2025-08-21 19:49:14+00:00,659.0,23.55,12.42,14.97,0.0,0.0,,10.0,0.09497975341796877,True,REGULAR,USD,p,2025-09-12
1603,SPY250912P00660000,2025-08-25 17:36:58+00:00,660.0,15.6,13.18,15.93,0.020000458,0.12837264,2.0,32.0,0.09821458435058594,True,REGULAR,USD,p,2025-09-12
1604,SPY250912P00664000,2025-08-25 13:33:33+00:00,664.0,20.4,17.06,19.7,0.0,0.0,1.0,0.0,0.10736976623535156,True,REGULAR,USD,p,2025-09-12
1605,SPY250912P00665000,2025-08-25 13:45:42+00:00,665.0,21.07,18.04,20.69,0.0,0.0,1.0,1.0,0.11097080444335936,True,REGULAR,USD,p,2025-09-12
1606,SPY250912P00670000,2025-08-19 16:37:52+00:00,670.0,30.18,23.75,25.69,0.0,0.0,18.0,0.0,0.13019668640136717,True,REGULAR,USD,p,2025-09-12
1607,SPY250912P00675000,2025-08-15 13:51:09+00:00,675.0,30.78,28.04,30.73,0.0,0.0,,0.0,0.15039912109375003,True,REGULAR,USD,p,2025-09-12
1608,SPY250912P00680000,2025-08-12 17:30:04+00:00,680.0,38.07,33.04,35.73,0.0,0.0,,0.0,0.16828224304199224,True,REGULAR,USD,p,2025-09-12
1609,SPY250912P00695000,2025-08-26 18:31:50+00:00,695.0,51.41,48.04,50.73,0.5999985,1.1808668,5.0,0.0,0.21912401977539062,True,REGULAR,USD,p,2025-09-12
1610,SPY250912P00700000,2025-08-13 16:28:57+00:00,700.0,56.51,53.04,55.73,0.0,0.0,1.0,0.0,0.2352371398925781,True,REGULAR,USD,p,2025-09-12
1611,SPY250912P00715000,2025-08-14 15:19:27+00:00,715.0,70.51,68.04,70.73,0.0,0.0,,0.0,0.28186753295898437,True,REGULAR,USD,p,2025-09-12
1612,SPY250912P00745000,2025-08-15 19:49:39+00:00,745.0,101.06,98.04,100.73,0.0,0.0,,0.0,0.36817038085937503,True,REGULAR,USD,p,2025-09-12
1613,SPY250912P00750000,2025-08-18 14:47:28+00:00,750.0,107.58,103.04,105.73,0.0,0.0,7.0,0.0,0.38184211914062494,True,REGULAR,USD,p,2025-09-12
1614,SPY250919C00150000,2025-08-26 19:50:50+00:00,150.0,494.9,494.7,497.4,0.1000061,0.02021142,1.0,420.0,2.5053748303222654,True,REGULAR,USD,c,2025-09-19
1615,SPY250919C00155000,2025-04-25 14:34:50+00:00,155.0,391.53,423.15,426.33,0.0,0.0,79.0,83.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1616,SPY250919C00160000,2025-04-30 20:00:15+00:00,160.0,396.11,428.6,431.29,0.0,0.0,10.0,11.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1617,SPY250919C00165000,2025-08-07 18:43:22+00:00,165.0,465.52,479.75,482.44,0.0,0.0,9.0,245.0,2.362308781738281,True,REGULAR,USD,c,2025-09-19
1618,SPY250919C00170000,2025-06-16 14:34:31+00:00,170.0,434.54,458.27,461.78,0.0,0.0,1.0,80.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1619,SPY250919C00175000,2025-04-10 13:31:26+00:00,175.0,359.41,389.15,392.49,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1620,SPY250919C00180000,2025-05-30 14:49:36+00:00,180.0,410.32,438.05,440.03,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1621,SPY250919C00190000,2025-04-11 13:30:00+00:00,190.0,336.6,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1622,SPY250919C00195000,2025-04-11 13:30:00+00:00,195.0,331.76,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1623,SPY250919C00200000,2025-08-15 17:18:16+00:00,200.0,445.04,444.85,447.54,0.0,0.0,1.0,9.0,2.0712938842773436,True,REGULAR,USD,c,2025-09-19
1624,SPY250919C00205000,2025-04-11 13:30:00+00:00,205.0,322.07,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1625,SPY250919C00210000,2025-08-15 18:10:32+00:00,210.0,435.38,434.88,437.59,0.0,0.0,1.0,1.0,2.0004932800292967,True,REGULAR,USD,c,2025-09-19
1626,SPY250919C00215000,2025-07-31 19:53:07+00:00,215.0,417.35,429.9,432.6,0.0,0.0,,9.0,1.96484392578125,True,REGULAR,USD,c,2025-09-19
1627,SPY250919C00220000,2025-03-07 17:35:06+00:00,220.0,351.87,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1628,SPY250919C00225000,2025-05-01 13:51:38+00:00,225.0,338.21,364.66,367.25,0.0,0.0,79.0,79.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1629,SPY250919C00230000,2025-07-09 14:55:18+00:00,230.0,393.6,414.68,417.49,0.0,0.0,2.0,2.0,1.808106428222656,True,REGULAR,USD,c,2025-09-19
1630,SPY250919C00235000,2025-05-01 13:40:56+00:00,235.0,327.75,354.72,357.38,0.0,0.0,79.0,79.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1631,SPY250919C00240000,2025-04-09 13:30:00+00:00,240.0,259.02,325.4,328.74,0.0,0.0,1.0,1.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1632,SPY250919C00245000,2025-08-15 18:01:28+00:00,245.0,400.53,399.99,402.67,0.0,0.0,1.0,7.0,1.763428917236328,True,REGULAR,USD,c,2025-09-19
1633,SPY250919C00250000,2025-08-26 17:52:33+00:00,250.0,393.73,395.0,397.69,-1.6999817,-0.4299071,3.0,17.0,1.732423212890625,True,REGULAR,USD,c,2025-09-19
1634,SPY250919C00255000,2025-04-09 13:30:00+00:00,255.0,244.66,310.7,314.05,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1635,SPY250919C00260000,2025-06-20 13:52:28+00:00,260.0,340.65,368.96,372.47,0.0,0.0,1.0,80.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1636,SPY250919C00265000,2025-07-07 16:19:34+00:00,265.0,358.69,379.8,382.6,0.0,0.0,16.0,34.0,1.6025410498046875,True,REGULAR,USD,c,2025-09-19
1637,SPY250919C00270000,2025-05-01 13:30:57+00:00,270.0,293.97,320.38,322.97,0.0,0.0,79.0,79.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1638,SPY250919C00275000,2025-07-23 14:29:25+00:00,275.0,357.56,369.83,372.64,0.0,0.0,41.0,22.0,1.548342102050781,True,REGULAR,USD,c,2025-09-19
1639,SPY250919C00280000,2025-07-23 14:29:14+00:00,280.0,352.62,364.85,367.66,0.0,0.0,3.0,2.0,1.5224633251953121,True,REGULAR,USD,c,2025-09-19
1640,SPY250919C00285000,2025-07-01 19:00:08+00:00,285.0,335.35,359.87,362.66,0.0,0.0,4.0,3.0,1.4946314331054684,True,REGULAR,USD,c,2025-09-19
1641,SPY250919C00290000,2025-07-23 14:29:23+00:00,290.0,342.7,354.88,357.68,0.0,0.0,41.0,21.0,1.468508516845703,True,REGULAR,USD,c,2025-09-19
1642,SPY250919C00295000,2025-06-13 16:16:16+00:00,295.0,308.63,334.24,337.75,0.0,0.0,99.0,87.0,1.0000000000000003e-05,True,REGULAR,USD,c,2025-09-19
1643,SPY250919C00300000,2025-08-15 13:30:08+00:00,300.0,346.59,345.16,347.85,0.0,0.0,5.0,283.0,1.4516628979492188,True,REGULAR,USD,c,2025-09-19
1644,SPY250919C00305000,2025-07-23 14:30:29+00:00,305.0,327.89,339.93,342.73,0.0,0.0,81.0,62.0,1.3930694409179685,True,REGULAR,USD,c,2025-09-19
1645,SPY250919C00310000,2025-07-23 14:28:46+00:00,310.0,322.86,334.95,337.76,0.0,0.0,2.0,8.0,1.3701203369140624,True,REGULAR,USD,c,2025-09-19
1646,SPY250919C00315000,2025-08-15 16:46:41+00:00,315.0,330.03,330.2,332.88,0.0,0.0,17.0,70.0,1.3732941491699218,True,REGULAR,USD,c,2025-09-19
1647,SPY250919C00320000,2025-08-18 19:00:24+00:00,320.0,324.62,325.22,327.91,0.0,0.0,7.0,24.0,1.3501009057617184,True,REGULAR,USD,c,2025-09-19
1648,SPY250919C00325000,2025-07-23 14:28:49+00:00,325.0,307.98,320.0,322.81,0.0,0.0,3.0,5.0,1.298099212646484,True,REGULAR,USD,c,2025-09-19
1649,SPY250919C00330000,2025-08-26 17:54:56+00:00,330.0,313.5,315.25,317.94,10.950012,3.6192408,1.0,67.0,1.3010288854980465,True,REGULAR,USD,c,2025-09-19
1650,SPY250919C00335000,2025-08-20 13:35:43+00:00,335.0,305.43,310.27,312.96,0.0,0.0,2.0,33.0,1.2778356420898436,True,REGULAR,USD,c,2025-09-19
1651,SPY250919C00340000,2025-08-19 18:09:50+00:00,340.0,301.08,305.28,307.97,0.0,0.0,1.0,35.0,1.2531775622558592,True,REGULAR,USD,c,2025-09-19
1652,SPY250919C00345000,2025-08-20 15:53:06+00:00,345.0,292.0,300.3,302.97,0.0,0.0,4.0,51.0,1.2290077612304686,True,REGULAR,USD,c,2025-09-19
1653,SPY250919C00350000,2025-08-12 14:37:15+00:00,350.0,290.0,295.31,297.99,0.0,0.0,1.0,136.0,1.2060586572265624,True,REGULAR,USD,c,2025-09-19
1654,SPY250919C00355000,2025-08-22 15:00:53+00:00,355.0,290.57,290.33,293.0,0.0,0.0,1.0,98.0,1.183109553222656,True,REGULAR,USD,c,2025-09-19
1655,SPY250919C00360000,2025-08-22 17:18:17+00:00,360.0,285.5,285.35,288.02,0.0,0.0,1.0,143.0,1.1608928674316408,True,REGULAR,USD,c,2025-09-19
1656,SPY250919C00365000,2025-08-25 15:30:48+00:00,365.0,280.96,280.36,283.05,0.0,0.0,5.0,163.0,1.1391644604492188,True,REGULAR,USD,c,2025-09-19
1657,SPY250919C00370000,2025-08-07 20:11:10+00:00,370.0,264.7,275.38,278.07,0.0,0.0,16.0,26.0,1.1174360534667969,True,REGULAR,USD,c,2025-09-19
1658,SPY250919C00375000,2025-08-11 13:45:59+00:00,375.0,264.47,270.39,273.08,0.0,0.0,4.0,132.0,1.0949752282714846,True,REGULAR,USD,c,2025-09-19
1659,SPY250919C00380000,2025-08-15 17:23:42+00:00,380.0,266.92,265.41,268.08,0.0,0.0,35.0,249.0,1.072514403076172,True,REGULAR,USD,c,2025-09-19
1660,SPY250919C00385000,2025-08-19 19:04:26+00:00,385.0,255.2,260.43,263.1,0.0,0.0,4.0,47.0,1.0515184143066407,True,REGULAR,USD,c,2025-09-19
1661,SPY250919C00390000,2025-08-07 18:02:55+00:00,390.0,242.7,255.45,258.13,0.0,0.0,11.0,111.0,1.0312548437500002,True,REGULAR,USD,c,2025-09-19
1662,SPY250919C00395000,2025-08-15 18:03:04+00:00,395.0,251.49,250.46,253.13,0.0,0.0,2.0,111.0,1.0090381579589844,True,REGULAR,USD,c,2025-09-19
1663,SPY250919C00400000,2025-08-25 19:19:24+00:00,400.0,244.9,245.48,248.17,0.0,0.0,1.0,306.0,0.9897461962890625,True,REGULAR,USD,c,2025-09-19
1664,SPY250919C00405000,2025-08-21 18:47:26+00:00,405.0,231.95,240.5,243.18,0.0,0.0,4.0,146.0,0.9687503125,True,REGULAR,USD,c,2025-09-19
1665,SPY250919C00410000,2025-08-18 17:26:56+00:00,410.0,234.74,235.51,238.2,0.0,0.0,190.0,421.0,0.948242705078125,True,REGULAR,USD,c,2025-09-19
1666,SPY250919C00415000,2025-08-01 17:32:43+00:00,415.0,208.99,230.53,233.2,0.0,0.0,1.0,231.0,0.9272468212890624,True,REGULAR,USD,c,2025-09-19
1667,SPY250919C00420000,2025-08-25 13:36:42+00:00,420.0,225.39,225.55,228.22,0.0,0.0,255.0,455.0,0.9074716284179687,True,REGULAR,USD,c,2025-09-19
1668,SPY250919C00425000,2025-08-12 17:01:13+00:00,425.0,218.71,220.57,223.24,0.0,0.0,1.0,325.0,0.8876964355468748,True,REGULAR,USD,c,2025-09-19
1669,SPY250919C00430000,2025-08-20 13:40:46+00:00,430.0,210.45,215.59,218.27,0.0,0.0,398.0,833.0,0.8686536572265625,True,REGULAR,USD,c,2025-09-19
1670,SPY250919C00435000,2025-08-25 14:26:00+00:00,435.0,210.4,210.61,213.29,0.0,0.0,1.0,631.0,0.8491226025390625,True,REGULAR,USD,c,2025-09-19
1671,SPY250919C00440000,2025-08-20 16:46:21+00:00,440.0,198.64,205.63,208.31,0.0,0.0,2.0,409.0,0.8298356860351561,True,REGULAR,USD,c,2025-09-19
1672,SPY250919C00445000,2025-08-25 19:36:06+00:00,445.0,199.57,200.65,203.33,0.0,0.0,1.0,926.0,0.8105487695312499,True,REGULAR,USD,c,2025-09-19
1673,SPY250919C00450000,2025-08-15 18:36:27+00:00,450.0,196.0,195.67,198.35,0.0,0.0,3.0,536.0,0.7915059912109376,True,REGULAR,USD,c,2025-09-19
1674,SPY250919C00455000,2025-08-26 14:44:19+00:00,455.0,189.31,190.69,193.37,3.6699982,1.9769436,96.0,1482.0,0.772463212890625,True,REGULAR,USD,c,2025-09-19
1675,SPY250919C00460000,2025-08-25 19:59:54+00:00,460.0,184.05,185.71,188.39,0.0,0.0,51.0,439.0,0.7536645727539062,True,REGULAR,USD,c,2025-09-19
1676,SPY250919C00465000,2025-08-22 18:16:51+00:00,465.0,181.5,180.73,183.41,0.0,0.0,1.0,1351.0,0.7348659326171875,True,REGULAR,USD,c,2025-09-19
1677,SPY250919C00470000,2025-08-26 16:09:30+00:00,470.0,174.39,175.75,178.43,8.160004,4.9088635,1.0,1899.0,0.7160672924804687,True,REGULAR,USD,c,2025-09-19
1678,SPY250919C00475000,2025-08-26 19:44:26+00:00,475.0,170.46,170.77,173.46,0.9200134,0.5426527,2.0,378.0,0.6978789978027344,True,REGULAR,USD,c,2025-09-19
1679,SPY250919C00480000,2025-08-25 19:06:38+00:00,480.0,165.56,165.8,168.48,0.0,0.0,258.0,4333.0,0.6796907031250001,True,REGULAR,USD,c,2025-09-19
1680,SPY250919C00485000,2025-08-25 17:25:38+00:00,485.0,161.0,160.82,163.5,0.0,0.0,1.0,4770.0,0.661258270263672,True,REGULAR,USD,c,2025-09-19
